u,v,length
296285636,3311241016,23.564
296292754,990023305,155.528
296292754,271052935,70.563
296292820,239994930,68.687
296293329,597772703,91.81900000000002
296293329,1011184153,59.817
296293561,274477917,36.875
296293855,274478283,142.389
296293855,296293561,173.428
296294010,296294071,143.54
296294010,294055245,60.571
296294071,296293855,59.098
296294090,2394103679,4.78
296294090,1011184140,35.021
296294090,296294010,151.46699999999998
296294172,9061954808,164.482
296294172,296294173,96.066
296294172,2394103679,50.521
296294173,296294172,96.066
296294277,316915142,112.63199999999999
296891002,1012751963,46.385000000000005
296891004,296891002,88.306
296891004,3226540308,14.674
297165912,1025346383,59.333
297165912,257171471,115.81700000000001
297165912,290584861,65.27499999999999
297165917,991294763,30.657
297165917,991294757,22.778
297165938,1623825199,23.873
297165938,9177281059,552.6629999999999
297187233,988059423,13.105
297187233,288361291,54.03699999999999
297187349,5464743250,11.213999999999999
297187349,1618530644,139.79500000000002
297187352,1002550704,50.866
297187423,24533064,30.191000000000003
297187780,3034002229,89.328
297187780,1025308469,167.125
297189077,1618530647,66.929
297189077,1618530638,41.56
297189909,597663121,11.701
297189909,297190095,173.578
297190095,297189909,173.578
297209156,253331261,90.207
297209156,253315130,53.692
297912070,271052933,41.94199999999999
297912070,984409428,38.230000000000004
297912958,316915191,65.69
297912958,297912960,63.80799999999999
297912960,297913284,30.783
297912960,2373139492,48.378
297913284,990023319,27.771
297913284,2373139492,42.101
297913297,7276640136,150.029
297913297,489268078,21.408
297913297,489268204,32.709
297913312,7276640136,2.813
297913312,1177099496,105.686
297913312,1613174197,195.373
297913356,316915088,160.331
297913356,297913357,143.05
297913357,7276640136,30.876
297913357,990023292,60.958
300318356,300318357,130.472
300318356,278945620,167.332
300318357,317145496,114.973
300318357,278943904,165.412
301942788,288171751,23.746
301942788,1615604025,74.502
301942792,1049673473,68.18
301942792,1613294079,133.89
301943471,356626843,135.84700000000004
301943471,356626615,865.553
301943471,4865952215,600.753
301943481,301943487,98.08499999999998
301943481,984741548,149.60199999999998
301943481,4865952215,66.18599999999999
301943487,301943481,98.08500000000001
301943487,1448600889,40.837
307376912,1095691798,29.777
308216802,1026550252,35.375
308216802,1618530594,52.685
308216802,5306340654,52.294
308217304,4857994673,748.9899999999999
308217304,1680951160,66.757
308217331,1685959836,326.0330000000001
308217331,4857994674,25.666
308234638,308234639,41.093999999999994
308234638,253314081,157.215
308234639,308234643,157.13299999999998
308234639,308234640,42.919999999999995
308234640,4862273090,106.055
308234640,253314402,157.864
308234641,253331260,65.162
308234641,253314296,64.348
308234642,4862273077,89.429
308234642,253315227,75.803
308234643,253315130,49.81
308234643,253314081,41.64
308477533,289341205,84.026
308477533,4862280124,9.58
308477534,289341628,109.069
308715436,1683192176,55.418
308715436,1890950895,33.866
308715450,308715454,37.369
308715453,1054617083,63.34
308715454,308715450,37.369
308715454,308715455,30.9
308715455,291157814,135.035
308715455,308715453,91.133
308715499,660914534,33.505
308716426,1700635888,44.444
308716430,308716432,49.66
308716432,990023313,14.701
308716432,981458230,91.324
308716806,1026550163,125.677
308716806,1026550271,33.294
308716806,1026550396,623.4680000000002
308780523,1613294157,22.224
308780523,285746711,10.269
308780523,1613294233,76.536
308906325,1618530602,42.426
308906325,1311402824,52.114
308906325,24533064,107.119
310503109,566138431,13.502
310503109,1616458894,45.916
311742821,311742913,55.557
311742821,295823841,211.58599999999998
311742913,311742916,9.915
311742916,311744518,157.221
311742916,7383774433,44.017
311742918,3688124296,58.49
311742918,7383774393,68.535
311742922,487079355,238.76999999999998
311742922,3688124294,35.738
311742965,311742967,64.189
311742965,311743005,344.993
311742965,440982507,149.20299999999997
311742967,1005012809,51.063
311742967,487079355,217.225
311742967,311742965,64.189
311743005,311742965,344.993
311743005,311743008,49.941
311743008,6084407590,6.759
311744518,316734472,93.94
311744518,316735619,23.418999999999997
311744520,316734339,53.93
311744520,316734423,56.928000000000004
312459683,312459832,4.596
312459832,4858088729,12.536
312459832,4858088728,13.026
312459835,312459837,6.3580000000000005
312459837,4858088732,29.855999999999998
312459837,4858088733,8.359
312459990,239989632,163.89499999999998
312459990,4858088732,116.595
312460498,312459835,35.369
312460498,1623824758,284.75399999999996
312461403,259971929,29.992000000000004
312461403,312461941,733.4180000000001
312461941,312461403,733.418
313108249,6179850054,8.429
316732551,316732700,82.571
316732551,281676891,97.03200000000001
316732552,295823846,262.861
316732570,5007972222,12.329
316732570,5007972223,117.67
316732570,4846130792,34.947
316732583,870232094,375.16400000000004
316732583,316732585,157.96800000000002
316732585,870222488,239.65699999999998
316732598,1132256153,40.665
316732598,1132256169,53.938
316732598,316732599,38.775000000000006
316732599,1132256169,43.657
316732599,316732598,38.775000000000006
316732599,1654580567,79.73199999999999
316732636,1157502901,26.638
316732636,1132256169,134.803
316732695,4846157282,11.098
316732695,1654580567,152.93599999999998
316732695,4846157283,45.117000000000004
316732700,316732570,38.028
316732700,4846130792,50.254
316732763,4846130793,27.444
316732763,4846130797,37.99
316732763,7962505483,48.729
316732770,4846239317,13.187999999999999
316732772,4475439248,55.956
316732772,316733010,95.95400000000001
316732772,4846336447,240.26
316732778,4846336447,26.827
316732778,295823782,468.144
316733010,316733013,39.306
316733010,316733011,77.482
316733010,316732772,95.954
316733011,316733010,77.482
316733013,316733010,39.306
316733503,316733540,236.94400000000002
316733503,3305256749,133.1
316733503,4846130793,150.019
316733540,316733503,236.944
316733540,316733543,71.699
316733540,316733542,82.771
316733542,7880527193,144.00699999999998
316733542,316733540,82.771
316733542,3305256771,183.75000000000003
316733543,316733540,71.699
316733543,4846130797,211.935
316733543,5007972223,81.711
316734297,870232692,101.247
316734297,870220168,111.542
316734339,316734463,77.546
316734339,316734423,110.801
316734340,316734463,53.322
316734423,870222488,12.727
316734423,316734297,224.88500000000002
316734463,316734340,53.322
316734463,316734339,77.546
316734463,1166928649,27.6
316734463,316734472,157.714
316734471,316734472,71.80799999999999
316734472,311744518,93.94
316734472,316734463,157.714
316734472,316734471,71.80799999999999
316734757,291190526,952.663
316734757,5056738793,48.102999999999994
316734757,291190519,127.85699999999999
316734761,7252218654,13.243
316734761,316735012,55.289
316735012,5056738793,8.554
316735014,316735142,64.131
316735014,316735016,99.351
316735016,316735084,48.147999999999996
316735084,5056738792,259.52099999999996
316735084,3787678459,77.585
316735140,316735154,70.088
316735140,316734761,68.425
316735141,316735163,57.598
316735141,316735140,91.435
316735142,316735141,14.095
316735143,316735142,50.844
316735143,316735016,123.057
316735154,316735140,70.088
316735163,316735141,57.598
316735417,4844533481,68.77700000000002
316735433,316735434,29.556
316735433,6084407595,83.071
316735434,316735433,29.556
316735506,316735533,75.501
316735506,316735512,349.99399999999997
316735506,440982507,81.49
316735512,1005012581,994.2119999999998
316735512,517238838,2805.633
316735512,316735506,349.994
316735524,316735533,153.167
316735524,316735554,92.39200000000001
316735524,316735527,124.25999999999998
316735527,316735524,124.25999999999999
316735527,316735527,48.541
316735527,316735527,48.541000000000004
316735533,316735524,187.081
316735554,316735559,39.219
316735554,316735556,176.997
316735556,870222479,58.023
316735556,316735614,519.191
316735559,316735554,39.219
316735614,316735630,33.254
316735614,316735556,519.1909999999999
316735614,1668784512,131.712
316735619,870222479,11.729
316735619,311744520,101.351
316735620,316732583,8.887
316735620,316735630,41.451
316735629,316735630,116.422
316735630,316735614,33.254
316735630,316735620,41.451
316735630,316735629,116.422
316735738,1132256045,11.082
316735738,660416838,206.798
316735738,316735798,122.52799999999999
316735739,281677027,76.95
316735739,316735762,156.44100000000003
316735751,281677027,157.525
316735751,6075069122,279.241
316735751,316735798,112.926
316735762,316735751,79.123
316735762,870232231,74.739
316735784,316735797,128.908
316735784,4845965434,11.812
316735784,4845965433,13.783999999999999
316735797,316735784,128.908
316735797,316735801,70.682
316735797,6075069122,112.308
316735798,316735751,112.926
316735798,316735738,122.528
316735798,4845965434,133.17700000000002
316735801,316735797,70.682
316735801,660416858,131.201
316735801,3005305156,107.637
316735898,6179850053,10.639
316738576,1653119170,194.632
316738576,239994475,95.178
316738576,316738577,120.26
316738577,316738576,120.26
316738577,520955976,800.9339999999999
316914543,289865476,11.265
316914755,288167503,27.973
316914757,281723189,35.679
316914757,316914755,43.39
316914949,294056230,102.918
316914949,294056228,72.429
316915088,316915133,56.313
316915088,294056112,920.926
316915133,297913356,123.719
316915133,316915141,121.179
316915133,990023299,56.446
316915134,316915135,156.37900000000002
316915135,990023347,15.285
316915135,316915142,39.126
316915135,297913284,220.01099999999997
316915140,316915141,45.592
316915141,316915140,45.592
316915141,316915133,121.179
316915141,990023347,61.73
316915142,316915135,39.126
316915142,316915143,63.64
316915142,297912958,207.60399999999998
316915143,316915142,63.64
316915156,316915141,121.279
316915156,2373085253,57.646
316915191,297912958,65.69
316915191,316915197,545.4920000000001
316915191,1179823048,334.696
316915197,316915191,545.4920000000001
316915208,3005306787,16.741
316915208,1179823048,45.721
316915212,317360302,73.714
316915212,990023300,14.381
317145496,300318357,114.97300000000001
317145527,317146642,54.986000000000004
317145878,4795338842,22.756
317145878,4914000091,55.858000000000004
317146570,7235049604,548.181
317146570,317146573,279.21000000000004
317146573,471196272,218.99399999999997
317146642,317355831,56.8
317146642,317146570,74.603
317355741,295884280,710.8519999999999
317355741,317355749,117.69500000000001
317355749,317355831,64.053
317355831,300318356,46.324
317355979,7235049604,271.16999999999996
317360171,317360173,174.312
317360171,1002550752,60.993
317360171,5120469153,145.468
317360173,317360195,229.152
317360173,5133873801,40.941
317360173,317360171,174.312
317360176,5133873801,38.955999999999996
317360176,317360179,110.318
317360179,990023336,18.057
317360179,308716430,53.00999999999999
317360179,317360176,110.318
317360195,317360179,259.257
317360286,5120487642,121.699
317360287,5120487642,6.733
317360287,1000961788,34.711
317360302,317360195,141.213
317360302,317360366,52.18899999999999
317360366,3005306765,78.537
317360366,3005306789,121.42000000000002
318300057,318300060,58.679
318300057,296292820,133.475
318300060,318300087,95.293
318300060,318300110,54.736999999999995
318300087,318300060,95.293
318300110,318300181,33.973
318300110,318300202,144.185
318300181,982647394,113.87799999999999
318300181,274477794,84.53999999999999
318300199,8506368789,67.652
318300199,318300200,48.737
318300200,318300201,48.071
318300200,318300199,48.737
318300201,366190919,60.499
318300201,318300202,56.111
318300202,990023315,15.915000000000001
318300202,366190935,60.161
318300203,318300200,97.648
318300203,318300199,145.006
318300340,318300201,110.95
318300340,318300203,54.664
334648153,356559137,465.89199999999994
340338506,294055247,88.40100000000001
340338509,990023311,76.27
340338510,988470346,191.316
340338863,366193200,71.774
345538778,496053614,136.42
345538778,3311241014,722.5889999999999
345538778,345538779,74.834
345538779,3349617693,32.244
345538779,296285359,133.62900000000002
345538779,345538778,74.83399999999999
345538787,1890950767,66.89
345538787,1683192216,307.653
345538789,291157621,48.621
345538789,256363218,33.36
345538790,565447945,94.169
345538790,1054616751,52.654
356278263,356278264,29.948
356278263,2991174680,256.74499999999995
356278264,279085341,141.14100000000002
356278264,239990443,71.425
356278336,279085776,103.392
356278336,2991174653,276.876
356278337,356278336,25.435000000000002
356278337,5012882374,163.001
356278337,356279479,26.067
356279479,9231274093,152.183
356279479,356278337,26.067
356559053,2156469380,51.132
356559053,288177038,21.41
356559133,253331259,151.34
356559133,253333461,233.856
356559137,5122954685,322.5609999999999
356559137,356559133,258.15799999999996
356625093,1041585703,16.562
356625093,356625199,150.666
356625199,356625421,24.799
356625199,356625093,150.666
356625199,4876292652,14.59
356625421,356625199,24.799
356625421,256011286,23.946
356625421,356625428,160.18300000000002
356625428,288372268,257.34299999999996
356625428,356625545,227.51900000000003
356625428,356625421,160.183
356625545,356625093,227.355
356625545,356625428,227.51899999999998
356625545,5015140847,74.99
356626615,1680951631,36.624
356626615,9171833451,226.19299999999998
356626615,301943471,865.5530000000001
356626843,1444685775,19.845999999999997
356627093,4869721967,14.349
356627093,301943487,38.18
356627248,279086154,3.173
365548743,274242007,393.454
365548994,566137617,85.072
365549428,566138430,13.564
365549428,4864447748,86.64600000000002
365549434,365549428,13.23
365549434,365548743,107.73700000000002
365827150,984409317,23.970999999999997
365827150,8623918033,64.839
366080458,2496630039,37.166
366080458,2496629828,374.66299999999995
366080838,366080839,80.873
366080838,1618530684,70.28399999999999
366080839,508051986,54.261
366080881,600716042,106.327
366080884,988059587,31.457
366080884,2496629924,77.763
366080886,2496629924,24.167
366080886,988059645,72.344
366080956,3920060245,300.516
366080956,597774179,46.489999999999995
366155319,279121867,144.058
366155319,1001584084,99.38299999999998
366190357,366193117,54.971
366190357,271052935,110.81099999999998
366190919,366190935,57.799
366190919,366193117,145.886
366190935,366190357,145.986
366191032,366191035,63.513
366191032,366191033,77.357
366191033,7043981167,38.366
366191033,6581308748,116.183
366191035,597656398,45.762
366193117,296292754,113.162
366193117,366193200,51.998
366193200,340338863,71.774
366193200,994194693,347.139
366748694,478650475,56.443
366748694,2571270579,14.228000000000002
366748736,478639437,48.759
366748736,366748737,10.553
366748737,366748736,10.553
366748737,1653119106,58.526
366748737,988059659,54.904
388064924,1444685790,10.64
388064924,253313537,138.279
419510712,253290826,77.364
419510712,579143562,112.18899999999998
420030717,1680951954,54.016
420030717,420030749,436.0160000000001
420030717,293127760,68.876
420030749,420030717,436.016
420038154,5087413983,141.40200000000002
420038154,420038398,482.02000000000004
420038154,256018303,317.55800000000005
420038398,420038154,482.02
420038962,253331761,9.529
420038962,5015170896,236.78399999999993
420038962,1923609385,80.82
420039039,1034004752,650.6490000000001
420039039,289340121,397.1329999999999
420040344,1905667829,8.724
420040344,4862273062,85.94099999999999
440626297,1623825141,147.058
440626297,1584319090,34.674
440626297,3790344874,447.74800000000005
440965486,7249917287,78.763
440965486,1003658394,21.043
440965783,1003658404,66.42
440965783,988059868,33.668
440971542,440974206,18.367
440971542,1004684455,254.468
440974206,2686827790,10.516
440974206,4847814444,49.852000000000004
440974321,4114125690,655.256
440975336,487077160,60.835
440975336,5008429538,41.244
440977163,984409301,17.69
440977163,479762104,341.346
440982507,316735506,81.49000000000001
440982507,4844533481,44.949
440982507,311742965,149.203
440983321,1132256153,36.218
440983321,316732552,47.984
440984859,1623825075,114.758
440988256,1623824824,170.499
440988489,1839454922,707.911
440988489,1623824943,537.571
440988489,1623825315,48.437000000000005
452816167,1030727472,25.447
452816167,279077707,18.148
457891490,8050584898,51.269
457891490,1685958934,25.08
457891490,1685958916,51.112
469515593,288170877,101.605
471196272,295884280,203.922
474172118,7507295057,364.3580000000001
474172118,293667261,1167.9619999999998
474172118,5131119700,321.164
474172946,293665672,215.077
474172946,5131119700,27.874
474174230,293665672,181.627
474174230,253311890,48.885999999999996
474174629,8178492233,6.469
474174629,474174230,74.314
474174629,286639318,411.033
474176083,293665672,233.483
478639437,440965783,24.999
478639570,478639437,17.496
478639570,366748736,51.973
478647977,478648633,62.512
478647977,8588391408,133.557
478647977,2694757125,29.95
478648633,366748694,147.468
478648633,1653119177,60.782999999999994
478650475,2571328740,58.252
478650475,2571271471,14.462
478650687,2571270579,55.837
478654823,478655018,61.373000000000005
478654878,660415544,383.5849999999999
478654878,478654823,8.377
478655018,478654878,70.689
478655018,1653118342,1526.66
479761964,2663123732,8.407
479761964,1010153973,211.872
479762104,261738997,1059.03
482112385,4141005687,29.2
482112385,1683192016,16.262
482112630,673408199,330.775
482112630,4141005601,137.326
487077160,1653118293,25.233
487079355,291190518,13.35
487079355,311742967,217.22499999999997
487079355,1654579532,104.784
489267574,990120025,26.599
489267578,990120486,31.491
489267578,990120084,62.417
489267578,1000961654,49.384
489268078,297913297,21.408
489268204,990023293,201.29700000000003
489268204,297913297,32.709
489271092,316915212,248.39499999999998
489271092,990023303,14.828
490726147,490726647,21.41
490726147,2495755424,50.402
490726643,366080838,135.479
490726647,490726643,99.97
490727525,3954541571,141.46800000000002
490727645,490727525,25.287000000000003
490727645,1013426366,30.227999999999998
490727748,490727645,140.311
490727748,3954541571,12.859
490733333,7808553582,19.657
490733333,274241647,23.124
492007153,1000961843,32.606
492007153,1000961990,55.491
492007155,834991818,37.551
492007155,1700635868,57.069
492007155,278945391,362.922
492012980,1613032125,130.667
492012980,492012980,68.336
493165345,2285675771,143.167
494173691,2718296121,65.00999999999999
494205845,982666384,60.564
494205858,1700635878,23.662
494205858,1003282412,32.224000000000004
494205858,1700635882,36.7
496053614,8758935161,118.09700000000001
496053614,496053662,63.02100000000001
496053662,296285357,18.204
496053662,3349617693,67.8
496053662,496053614,63.021
496055563,8358637224,106.532
497854834,497857549,61.229
497854834,4607173046,86.77799999999999
497857254,497857549,28.856
497857254,497854834,91.781
497857549,497857254,28.856
497857549,5131801637,110.88399999999999
497870479,5131801637,58.611999999999995
497870494,497876115,89.669
497870494,497857254,110.393
497876100,497876115,41.474
497876115,497876100,41.474
497876115,497876691,49.863
497876115,497870494,89.669
497876115,497876129,42.903000000000006
497876129,497876115,42.903000000000006
497876687,497876691,29.619
497876691,497876687,29.619
497876691,497876115,49.863
497876691,497878597,51.473
497878026,497876691,96.836
497878597,497878026,46.837
497878597,497878026,139.923
497878597,497878601,53.698
497878601,497878597,53.698
499019105,1035870949,238.99999999999997
499019105,984741541,115.77600000000001
499019105,1447887997,39.414
508018737,1618530651,120.80799999999999
508018737,601280674,26.774
508019969,508019983,19.724
508019969,288372935,34.443
508019983,165997863,42.1
508020318,508020530,129.54399999999998
508020318,289665351,163.386
508020318,288373551,175.537
508020530,2496629707,375.023
508026730,289665351,181.42300000000003
508026940,508026942,35.978
508026940,289665378,15.15
508026942,289665378,31.372
508026942,289665380,108.188
508051651,293111738,52.53900000000001
508051651,288361285,109.82900000000001
508051651,288361295,48.001
508051986,597774180,276.36899999999997
508054722,988059420,19.759999999999998
508054722,5087268426,27.480000000000004
508054727,988059472,153.426
508054727,5118507964,51.874
517238708,1005012581,72.235
517238708,239978159,2669.0179999999978
517238708,239978227,202.17699999999996
517238838,316735512,2805.632999999999
519550496,1623825550,25.32
519550496,1623825523,30.101
519550497,290071881,24.546999999999997
519550497,1623825499,108.13799999999999
519550497,1623825465,113.89699999999999
519550673,290071881,52.207
519550673,4850194903,85.571
519550673,295887702,41.168
519550709,1623825489,30.814999999999998
519550709,1623825453,151.184
519551422,1124851854,387.286
519551422,1684279440,635.8940000000001
519551447,6435551380,2409.9500000000003
519551447,1684279524,361.12600000000003
519551447,2096638434,1102.4359999999995
520954637,5102159990,8.366
520954637,5102159989,19.17
520955976,316738577,95.545
520955976,239994475,119.595
520957119,1654580699,12.944
520957119,9526461429,203.861
520957119,1654580742,102.18999999999998
521345677,1121794511,29.021
521345677,1121794511,56.644
522282954,522282955,35.069
522282954,1684278464,47.226
522282954,8631880840,243.549
522282955,522282954,35.069
522282955,522283087,72.336
522282955,1121794643,64.49200000000002
522282959,1107585605,75.64099999999999
522282969,252187666,274.55400000000003
522282973,252187666,58.991
522283087,522282955,72.336
523778989,295888215,273.99300000000005
523778989,1623825285,305.715
523778989,1623825370,873.3690000000001
525399960,293113206,16.845
525456645,7966473866,6.15
525456645,525459207,198.721
525456795,291549863,9.518
525456795,525456911,54.343999999999994
525456911,281722642,13.582
525459207,7160662016,55.781
525461392,293571711,67.56299999999999
525461533,7196953012,146.59799999999998
525461533,525462338,48.852
525462338,253313718,82.98600000000002
526901913,526955841,38.206999999999994
526901913,526902255,50.756
526902255,279085778,51.133
526955841,239990446,85.235
526956446,9231274164,20.148
526956446,1615603704,26.882999999999996
526959349,1033405568,20.893
526959349,7229895573,32.301
526959714,526959916,78.38499999999999
526959714,1685959750,89.256
526959714,984741520,82.548
526959916,6236484014,80.133
526959916,526959714,78.38499999999999
527046451,9177842420,277.62499999999994
527046451,9231274230,27.870999999999995
527058699,288170875,78.482
527058699,288171749,71.80199999999999
527732391,279084958,44.336
527732391,1029692771,42.158
527734527,6233488023,14.872
527734527,984409352,58.834
564633599,564633761,578.4599999999999
564633599,1683192120,217.275
564633635,291158026,141.18200000000002
564633636,5159654929,127.644
564633636,564633635,142.369
564633637,1683192120,24.381
564633637,4141005663,48.196
564633637,564633720,225.04500000000002
564633720,4846366266,255.94800000000004
564633761,26411640,52.245999999999995
564643046,564633720,596.6469999999999
564643046,4141004881,237.599
564645094,291158350,159.531
564645094,291158321,115.55399999999999
564645699,3698862533,15.965
564645699,2994210917,236.53599999999994
564645707,2994211452,52.756
565354319,8827659852,124.139
565354319,8868505113,212.48300000000003
565357743,565357758,328.629
565357743,2442164047,36.992999999999995
565357746,2994176313,15.124
565357746,2442164047,64.242
565357746,2994176302,13.709
565357758,3799066557,138.619
565357758,565357743,328.62899999999996
565357758,3799066459,92.774
565363916,945719214,28.148
565363916,7196392440,510.06499999999994
565440052,1683192168,224.953
565445618,565445620,97.79
565445618,1683191945,194.89499999999998
565445618,1070003309,978.9210000000002
565445620,565445618,97.79
565445620,565445620,94.50699999999999
565446893,291157377,316.387
565446985,566148243,138.80499999999998
565446985,566148494,210.329
565447394,565446985,445.582
565447944,1054617269,47.696
565447945,1054616802,26.696
565448746,1054616802,25.97
565448746,1683191968,205.26800000000003
566137617,566137634,18.741
566137617,274240805,165.021
566137634,2526279988,78.715
566138402,566137634,167.19
566138402,274240805,23.713
566138430,4275713633,12.272
566138430,1177098145,287.651
566138431,653109847,183.457
566138431,598449591,13.466000000000001
566138764,274242063,41.959
566138764,566138795,25.611
566138795,984409370,180.321
566138822,274242063,9.465
566138822,566138795,26.823
566141268,274240904,100.095
566142529,5159654954,52.221999999999994
566142529,286633611,86.192
566146086,256016264,83.744
566146794,1891382610,6.865
566148239,566148241,3.886
566148241,566148494,118.16400000000002
566148241,566148243,10.373000000000001
566148243,566148246,6.07
566148246,1054616748,13.809
566148246,1891382629,13.296
566148494,1836960198,913.6049999999999
566149238,6633148152,82.589
566149238,566149372,247.052
566149238,1891382623,126.85799999999999
566149253,566149253,160.48199999999997
566149253,566149372,441.872
566149367,1683192182,67.256
566149367,1891382637,151.784
566149372,566149367,316.713
566149372,566149253,441.872
566149372,566149238,247.052
566530269,8742901896,132.643
567255383,232221524,34.838
567255383,8394547231,26.876
577543136,499019105,105.523
577543136,253287504,115.791
579143562,8761745158,8.258
579143562,7041331130,6.902
579143562,419510712,112.18900000000001
579145098,579145637,31.78
579145637,648951803,44.839
579145637,579145098,31.78
587637080,587640136,267.065
587640035,1822894556,70.749
587640043,587759017,152.677
587640122,1013426262,192.552
587640136,3920060168,37.01
587640136,1013426262,222.611
587640143,587759014,194.20200000000006
587758984,587759016,209.614
587758984,3920060207,139.92
587759014,983470722,86.806
587759016,988059878,249.77400000000003
587759017,4687212199,236.48800000000006
587759017,587759016,42.372
587759030,587640122,50.5
595715215,1822894720,70.824
595715215,595721968,244.72099999999995
595721902,2718287036,6.69
595721905,595721902,18.97
595721905,9234884567,81.959
595721912,4850194904,8.586
595721912,289839472,59.897
595721912,595721948,119.86599999999999
595721934,982684030,95.71
595721934,1002550759,70.41799999999999
595721948,249968862,53.286
595721968,595721902,254.364
595721968,595721948,34.141000000000005
595721982,1012752067,16.029
595721982,587759014,190.598
595721982,1012751991,74.43599999999999
595726762,296891004,35.688
597656354,293572314,19.526
597656354,6499876796,123.55299999999997
597656386,2718296121,47.436
597656386,5145990155,40.905
597656394,366191032,70.986
597656394,9276741633,116.106
597656398,984741562,34.81
597656398,597656394,77.566
597656542,293572315,62.472
597656542,494173691,61.045
597662933,982761668,45.286
597662933,597662940,62.954
597662940,292204030,24.451
597662979,597662982,70.21
597662979,9732426931,17.186
597662982,5118426080,17.467
597662982,982730032,8.033
597662982,597663013,37.84
597662992,4858229167,68.287
597662992,1012751972,34.605000000000004
597662999,597662982,25.371
597662999,5118426080,27.819
597663005,249968570,41.125
597663005,983470692,40.217
597663013,1025346381,35.965
597663013,4858282352,107.7
597663103,1012752099,287.777
597663103,1012752115,585.8210000000001
597663121,5118453534,29.437
597663121,493165345,37.808
597663128,297189909,78.774
597665378,597665381,64.252
597665378,597665401,55.790000000000006
597665381,6578608228,22.938
597665387,1683192050,103.423
597665401,3799184057,7.959
597665401,597665381,42.079
597665402,597665498,175.88000000000002
597665412,597665378,204.50900000000001
597665412,597665430,646.204
597665430,1012751987,2303.236
597665431,597665498,488.659
597665431,597665387,257.275
597665453,1072934077,41.902
597665453,597665430,599.8919999999999
597665498,564645094,81.59400000000001
597772703,597772737,247.04000000000002
597772737,8440850719,321.86499999999995
597772775,295821679,626.6990000000001
597772775,597772867,234.231
597772819,274477917,20.525
597772819,296293329,56.522000000000006
597772867,2917458890,90.808
597772867,296293561,137.39600000000002
597774179,927570132,199.141
597774180,3034002227,57.387
597774180,597774179,116.66399999999999
598449591,598449665,10.865
598449591,566138822,78.319
598449665,310503109,13.506
598449665,6329200301,24.258
598449869,274241537,84.999
598449869,365827150,253.93200000000002
600716037,366080884,17.369
600716042,600716037,53.016999999999996
600716042,366080881,286.537
601280454,508020530,98.856
601280454,508020318,111.79199999999999
601280674,601280454,14.708
601280674,1026550265,78.822
635737182,635737209,413.06300000000005
635737209,635737182,413.063
635737209,232221586,444.24500000000006
635737209,4858149666,210.506
648951803,1905667829,37.43
648951803,420040344,37.099999999999994
653109847,4275713633,256.95200000000006
653109847,1177098145,43.485
653109857,1384338208,24.043
653109857,5391761314,252.768
653111583,295884756,153.296
653111583,984409428,74.73700000000001
653111588,1011184140,27.758
653111588,653111583,86.822
660415270,660424446,21.273
660415270,660424446,51.323
660415299,660415374,8.155
660415299,1618530653,132.334
660415306,660415320,121.53399999999999
660415308,1653118726,11.498
660415308,660415306,17.177999999999997
660415309,660415308,22.308
660415309,660415306,23.715
660415314,1653118227,13.237
660415314,1653118151,133.236
660415315,660415322,22.88
660415315,1653118255,161.66499999999996
660415320,1653118289,44.568
660415320,3005305177,9.232
660415322,1653118726,106.54100000000003
660415330,1653118596,51.177
660415330,660415331,79.89699999999999
660415331,2600050362,63.952
660415331,1653118654,53.35
660415338,1653118539,37.07
660415338,660415330,136.507
660415340,1653118342,86.143
660415340,660415338,177.86399999999998
660415340,988059874,10.225000000000001
660415367,1002550777,14.439
660415367,165998789,131.387
660415370,660415375,9.746
660415374,660415367,54.535000000000004
660415374,660415370,182.336
660415375,5118507964,12.146
660415375,5118507965,4.84
660415396,1010153863,33.042
660415396,1653118242,39.516000000000005
660415399,660415396,12.273
660415399,1653118227,33.999
660415475,660415482,79.232
660415482,288173242,246.74200000000002
660415544,478639570,60.244
660415549,1653118849,384.036
660415549,660415544,30.679000000000002
660416813,660416822,36.303000000000004
660416813,660416823,26.113
660416822,3005305141,276.46
660416823,1851249320,8.894
660416823,660416822,23.372999999999998
660416824,660416825,9.518
660416824,4775023621,152.26599999999996
660416825,660416823,9.291
660416825,1654579418,256.68899999999996
660416836,1654579899,35.176
660416836,1654579930,69.398
660416838,660416847,24.564
660416838,660416845,40.821999999999996
660416845,1654579950,74.342
660416847,1654579899,11.607
660416847,660416845,30.637
660416849,1654580064,7.929
660416849,6038910727,12.821000000000002
660416858,4845965432,81.984
660416858,4845965433,56.108
660424446,660415270,21.273
660424446,8631880840,283.37399999999997
660911704,256015760,261.755
660911704,291157028,137.8
660913355,1683192172,56.56
660914392,660914394,31.7
660914392,308715499,54.268
660914394,1683192176,21.957
660914534,1054616768,31.67
660914534,660914392,104.46499999999999
660914716,291157028,61.741
660914716,308715499,30.813
662071404,1051894540,11.964
662071404,1051895012,21.629
662071404,8758935161,158.607
664350619,5087413985,12.674
664350619,5087413983,36.542
664469427,293113776,12.575
664469427,496055563,60.462
671852049,286429577,516.529
671852049,671852050,31.211
671852050,1051894952,84.699
671852050,671852049,31.211
671852050,671852049,46.071000000000005
672617025,8849939123,21.089
672664943,1685958590,327.3729999999999
672664943,1095691696,24.46
673408199,482112630,330.77500000000003
673414471,5087188607,29.910000000000004
699690013,286639825,50.444
699690013,699691795,64.095
699690013,1051894574,260.758
699691314,566146086,89.518
699691795,699691314,19.643
